sentence,label
"Bradley Stern from MuuMuse.com said the song had a similar style to one of JoJo's songs ""In The Dark"" from her 2010 mixtape ""Can't Take That Away from Me"", while comparing it to artist like Prince & Beyoncé stating ""it's a bit like Prince crossed with Beyoncé‘s 4, plus a touch of Kelly Rowland‘s bump 'n' grinders with Lil Wayne–""Motivation"" and ""Ice"".",0
"While some garments sold as culottes resemble short trousers, to be skorts they need to look like skirts.",0
"I'm trying to be like another guitar player.""",0
"He lived like a pauper, and every penny left over was donated to the poor.",1
"As it turned out, the diary Xotar read actually told of his defeat, but it was so damaged that it looked like it said that he had won the fight.",0
The D-flat major theme that dominates the music for the second act ballet seems like a new melody to many audience members.,0
"And if this episode is any indication, it’s beginning to seem like Family Guy is over itself, too.""",0
"Where's the Beef wrote ""The Well-Intentioned Virus is a fantastic example of what an album should sound like after a long hiatus.",0
"I remembered seeing at a very early age a glowing photo of Custer and a few pages after (of) an elderly man, who looked like my own grandfather, lying dead in the snow.",0
"In most cases, the player must stand still to use first-person view, but newer titles allow the player to play like a FPS; for example, Oddworld: Stranger's Wrath requires the player to shoot from first person, only allowing melee attacks in the chase camera views.",1
"In the other game Crystal Palace travelled to local rivals Charlton Athletic and after Bryan Hughes gave the Addicks a half time lead, Dougie Freedman equalized within two minutes of coming on as a substitute before winning a penalty which top scorer Andy Johnson converted meaning the Eagles looked like staying up but Jerome Thomas's free kick was headed home by Jonathan Fortune, the game finished 2–2 meaning Iain Dowie's side were relegated.",0
"Three years later, he again wrote about old age, regarding boxers, saying: ""It makes me feel like an old man to watch fighters I knew in their prime, get slapped around by kids.",1
He speaks like a British rock musician with a Cockney accent.,0
It looked like the club would be relegated back to the Kent League in the 1988-89 season as the club did not win a game until a 2–0 away win against Buckingham Town on 21 December 1988.,0
"""It's like the good old boys club—except it's a good old girls club.""",0
"He has two colossal shields attached to his forearms for protection, which he can also throw like discs to crush his challengers.",1
La Forge notes that witnessing the soliton wave transportation would be like witnessing Zefram Cochrane engage the first warp drive.,0
"The dog may yawn when someone bends over him, when you sound angry, when there is yelling and quarreling in the family, when the dog is at the vet's office, when someone is walking directly at the dog, when the dog is excited with happiness and anticipation – for instance by the door when you are about to go for a walk, when you ask the dog to do something he doesn't feel like doing, when your training sessions are too long and the dog gets tired, when you have said NO for doing something you disapprove of, and in many other situations.",0
"It felt like it was a true character piece"".",0
"Patrick eventually felt like returning to collaborating in Filter again after this, although, rather than with the prior two albums, when he would re-recruit Lenardo and Cavanaugh, Patrick instead chose to collaborate with Robert DeLeo and Dean DeLeo of the band Stone Temple Pilots, upon hearing they were interested in working with Patrick.",0
"For example, if your task is to maintain your posture rigorously in a state you do it worse when you listen to sentences like these: ""I get up, put on my slippers, go to the bathroom"".",0
Perry chose Halpin as the director after seeing his work with Pink and wanted the tour to look like the work of artists Will Cotton and Mark Ryden.,1
"Online placed the video at number three on their list of Knowles' ten best music videos, writing, ""It's like a trip back in time.",1
"He had the whole package………..amazing musician, great songwriter, fantastic voice and if that wasn’t enough he looked like a young Marc Bolan!",0
"This set off something of a wave of panic in other countries, as it was widely believed that almost all future commercial aircraft would be supersonic, and it looked like the Europeans would start off with a huge lead.",0
"Unlike the previous sketches, which were made to look as if recorded on a camcorder, the last sketch was made to look like it was recorded on an iPhone.",0
"""It is like saying Carl Lewis was faster than Jesse Owens, Muhammad Ali would have beaten Joe Louis or Secretariat would have outrun Man o' War"", Sam Lacy of The Afro-American concluded.",0
"""The overall effect is like a less-histrionic XTC emerging from a garage with an upbeat Ben Folds Five.Social Life is a distinguished piece of rock archeology with enough passion to suggest that Koufax may have a part to play in the unfolding tapestry of distinctive voices in the rock world.""",0
Angara's mother (Lalita Pawar) is after her to behave like a girl and dress accordingly.,1
"The theme that we went in with Pyg and Toad was kind of Wind in the Willows, but they also became like a twisted [Sherlock] Holmes and Watson.",1
"Seen to be like Swans, they are able to ""fly"" from their physical bodies and follow a trail to heaven called yaak'ihts'ęʔ atanii in dreams and are able to bring dreams from this otherworldly place back to the community.",0
"Upon hearing this, Green Bay coach Vince Lombardi joked to Reeves, ""Sounds like you've got yourself a hell of a coach.""",0
The presentation was changed to look like a military serial for security reasons during the Second World War.,1
"A third criticism is that Dor Daim take works of Kabbalah too literally: it is intended to be myth and metaphor, and to subject it to rigorous analysis as the Dor Daim do is like trying to construe a work of poetry as if it were a statute.",0
When World War II broke up Fierla fled like many other Poles to the east.,0
Examination of the structure of a sura can make what seems like an elliptical compilation of sentences far more comprehensible.,0
"However, the Japan national team's coach Kimikazu Suzuki remarked that he is ""201 cm but can play like a guard.""",1
He idolizes Ryuya Hyuga and hopes to become like him.,0
"Thomas expressed that she had protected the man due to her own religious convictions and because she ""knew what it was like to be hurt ...",0
He was ordered to remove all mention of tides from the title and to change the preface because granting approval to such a title would look like approval of his theory of the tides using the motion of the Earth as proof.,0
"He is a quiet man who keeps to himself, though Ellen becomes like a daughter to him and comforts him after Alice dies.",0
"Scammers can take advantage of consumers' difficulties verifying an online persona's identity,  leading to artifices like phishing (where scam emails look identical to those from a well-known brand owner) and confidence schemes like the Nigerian ""419"" scam.",0
"The word evolution (from the Latin evolutio, meaning ""to unroll like a scroll"") was initially used to refer to embryological development; its first use in relation to development of species came in 1762, when Charles Bonnet used it for his concept of ""pre-formation,"" in which females carried a miniature form of all future generations.",0
"It was built partially below ground, due to being on a hillside, and it was designed so that it would feel like it belonged in the surrounding nature.",0
"The form of a western final is unrelated to the corresponding syllabic with a-nucleus, whereas an eastern final is like superscript version of the corresponding syllabic with a-nucleus; thus the western final ᐟ t bears no resemblance to ᑕ ta (eastern final ᑦ t), and western final ᒼ m is not like ᒪ ma (eastern final ᒻ m).",0
"It was like Allen Ginsberg with a really, really good band.",0
"In the ensuing weeks, Díaz would receive public acclaim from regional Presidents Javier Lambán of Aragon—who publicly endorsed her and went as far as to assure that Díaz was ""protected by the gods of Socialism""—and Guillermo Fernández Vara of Extremadura—who commented on her that ""she's like a cannon communicating; she sounds like a winner""—.",1
Rowan and his tag team partner Daniel Bryan then forced Murphy to reveal that he was lying and they conducted their own investigation to find out that Reigns' attacker was a man that looked like Rowan.,0
"In an interview she said, ""It was really important to me that I could nurture a son who could be true to his authentic self, who wouldn't always feel like he had to prove his masculinity.",0
"She spoke about her role in Penny Dreadful as, ""it's like I don't have a corset any more when I'm playing Vanessa, you know?",0
Many critics said that the series felt like two different shows in one.,0
It remained like this until the 1960s.,0
"He says ""This album feels like what I've been working towards my whole career.......It took me longer than any other album, it's more personal and I got to work with my heroes in hip-hop.",0
An alley cat who walks on two legs and can speak like a human.,1
"Many different types of owls have some ability to adopt a ""concealing posture"", also known by the German word Tarnstellung, in which they squeeze and thin their body to look like a broken tree branch, and some types may also narrow their eyes to slits and fold a wing sideways across their chest in a Dracula-like manner to hide the lighter-colored feathers on their underparts.",1
"The hymns ""Guds kärlek är som stranden"" (God's love is like the beach) and ""I denna ljuva sommartid"" were played on the church organ and sung by the choir and guests.",1
"Soviet First Secretary Nikita Khrushchev wanted the Tsar Bomba to ""hang like the sword of Damocles over the imperialists' heads"".",0
It seemed to move like some out-size will-o'-the-wisp and eluded all attempts to track it down .,0
"The visual style of VVVVVV is heavily inspired by games released for the Commodore 64 8-bit computer from the 1980s, especially Jet Set Willy which is referenced by the element of collecting difficult-to-reach shiny objects and most notably the naming of each room; Cavanagh aimed to create a game ""that looked and felt like the C64 games I grew up with.""",0
The commemorative plate reads As for me it was like sending my heart flying over the other side of the jump and then going to rescue it.,0
"Writing in the Star Tribune a year after the Sculpture Garden's opening, Chris Waddington found the linden seed pond critical to enjoying Spoonbridge, writing that in winter months when the pond was frozen and snowed over, the sculpture ""can seem like a soulless mock-up, a quirky idea that lost its charm somewhere between the artist's hand and the factory where it was built; but with spring comes the fountain's spray, the pool's play of liquid reflections on steel and an animate charge that recalls the poetry of the artists' original sketches.""",1
"Lee and Goldberg had Marvel artist and major industry figure Jack Kirby guest-star in a story in #107 (March 1962), though the image itself did not look like Kirby.",0
We felt like cowboys of rock!,1
"It was named by fishermen, seeing the island at sea level and noticing how the profuse seaweed at one end looked like the ""smutty nose"" of some vast sea animal.",1
It was like throwing a bucket of cold water over everybody.,0
It's like he just handled it and knew where to put different nuances in and place the cadences.,0
Alex gets his 24hr training with Jillian and feels like the weak link the team.,1
"With this title under wraps, Insomniac were then able to consider how to approach the fifth Ratchet & Clank game, knowing how to work the PlayStation 3 hardware with the aim to make a game that played like an animated movie.",1
"He joined forced with a number of younger, very talented wrestlers who felt like CMLL was not giving them the recognition they deserved and decided to split from CMLL to create Asistencia Asesoría y Administración, later known simply as ""AAA"" or Triple A.",0
At one point it looked like all of the board members were going to hire lawyers.,0
